lanzepisode_name,name,date,role,party,message,genre,pub_platform
Markus Lanz vom 25. Oktober 2022,Julia Löhr,2022-10-25T00:00:00.000000,Journalistin,,"Die ""FAZ""-Wirtschaftsexpertin äußert sich zu den politischen Hintergründen und Risiken des geplanten Einstiegs der chinesischen Reederei Cosco bei einem Terminal des Hamburger Hafens.",Journalismus,FAZ
Markus Lanz vom 25. Oktober 2022,Frederik Pleitgen,2022-10-25T00:00:00.000000,Kriegsreporter,,Zugeschaltet aus dem ukrainischen Frontgebiet informiert der CNN-Korrespondent über die Entwicklung des Ukrainekrieges.,Journalismus,CNN
Markus Lanz vom 25. Oktober 2022,Sönke Neitzel,2022-10-25T00:00:00.000000,Militärexperte,,Der Professor für Militärgeschichte spricht über den Einsatz iranischer Kampfdrohen durch Russland. Zudem analysiert er die Strategien beider Kriegsparteien.,Militär,
Markus Lanz vom 23. November 2022,Chelsea Manning,2022-11-23T00:00:00.000000,Whistleblowerin,,"Wegen der Veröffentlichung geheimer US-Militärdokumente wurde sie zu 35 Jahren Haft verurteilt, wurde 2017 von Barack Obama begnadigt. Sie erzählt ihre schicksalhafte Lebensgeschichte.",Aktivismus,
Markus Lanz vom 23. November 2022,Norbert Röttgen,2022-11-23T00:00:00.000000,Politiker,CDU,"Mit Blick auf die Golfstaaten, China und die USA spricht der CDU-Außenpolitikexperte über die Verschiebung globaler Machtachsen und die damit verbundenen Folgen für Deutschland.",Politik,
Markus Lanz vom 23. November 2022,Golineh Atai,2022-11-23T00:00:00.000000,Nahost-Expertin,,"Die Leiterin des ZDF-Studios Kairo bereiste für eine zweiteilige ZDF-Doku mehrere arabische Staaten. Sie erläutert, wie sich die Gesellschaften dort wandeln und für die Zukunft rüsten.",International,
Markus Lanz vom 7. Juli 2022,Sigmar Gabriel,2022-07-07T00:00:00.000000,Politiker,SPD,Der Ex-SPD-Chef äußert sich zum Ukraine-Krieg und zur Gas-Versorgung in Deutschland. Zudem nimmt er Stellung zu seinem energiepolitischen Kurs als früherer Bundeswirtschaftsminister.,Politik,
Markus Lanz vom 7. Juli 2022,Roman Pletter,2022-07-07T00:00:00.000000,Journalist,,"Der Leiter des ""Zeit""-Wirtschaftsressorts hinterfragt die Russland-Haltung der SPD und spricht über Versäumnisse der deutschen und europäischen Energiepolitik seit der Jahrtausendwende. ",Journalismus,Zeit
Markus Lanz vom 7. Juli 2022,Sabine Fischer,2022-07-07T00:00:00.000000,Politologin,,"Die Osteuropa-Expertin der Stiftung Wissenschaft und Politik war kürzlich in Moskau und berichtet von ihren Eindrücken und Gesprächen. ""Die Propaganda-Maschine läuft"", stellt sie fest. ",Wissenschaft,
Markus Lanz vom 7. Juli 2022,Vassili Golod,2022-07-07T00:00:00.000000,Journalist,,"Gerade ist der Reporter aus Kiew zurückgekehrt. Er schildert, wie die Ukrainer auf den Fortgang des Krieges blicken und welche Chancen sie auf eine Beendigung sehen.",Journalismus,
Markus Lanz vom 24. August 2022,Michael Kretschmer,2022-08-24T00:00:00.000000,Politiker,CDU,"Der Ministerpräsident Sachsens (CDU) äußert sich zum Ukrainekrieg und nimmt Stellung zu seiner Russland-Haltung, die sich in Teilen vom Kurs der Parteilinie unterscheidet.",Politik,
Markus Lanz vom 24. August 2022,Nadine Lindner,2022-08-24T00:00:00.000000,Journalistin,,"Die Politikredakteurin vom ""Deutschlandradio"" analysiert das landespolitische Agieren Kretschmers. Zudem spricht sie über dessen Standing und Rolle innerhalb der CDU im Bund.",Journalismus,Deutschlandradio
Markus Lanz vom 24. August 2022,Katrin Eigendorf,2022-08-24T00:00:00.000000,Journalistin,,"Die ZDF-Reporterin berichtet wiederkehrend aus der Ukraine, und sagt: ""Dort entscheidet sich, in welcher Welt wir leben werden. Daher ist es wichtig, diesen Krieg genau zu dokumentieren.""",Journalismus,ZDF
Markus Lanz vom 24. August 2022,Prof. Volker Quaschning,2022-08-24T00:00:00.000000,Energieexperte,,"Er spricht über die Energieversorgungslage und erläutert, warum er eine AKW-Laufzeitverlängerung kritisch sieht und die Energiepolitik der letzten Jahrzehnte als ""Totalversagen"" betrachtet.",Sonstiges,
Markus Lanz vom 12. Oktober 2022,Stephan Weil,2022-10-12T00:00:00.000000,Politiker,SPD,Der Ministerpräsident Niedersachsens (SPD) nimmt Stellung zu seiner Agenda nach seinem Wahlsieg vom Wochenende und den Folgen der Energiekrise für die Gesellschaft und Wirtschaft.,Politik,
Markus Lanz vom 12. Oktober 2022,Serap Güler,2022-10-12T00:00:00.000000,Politikerin,CDU,Die CDU-Politikerin ist Mitglied des Verteidigungsausschusses und Expertin für Migrationspolitik. Sie äußert sich zur bevorstehenden Flüchtlingswelle und zum Ukraine-Krieg.,Politik,
Markus Lanz vom 21. Juni 2022,Stephan Weil,2022-06-21T00:00:00.000000,Politiker,SPD,Der Ministerpräsident Niedersachsens (SPD) nimmt Stellung zum Ukraine-Krieg und dessen energie- und wirtschaftspolitischen Auswirkungen für Deutschland.,Politik,
Markus Lanz vom 21. Juni 2022,Johannes Hano,2022-06-21T00:00:00.000000,Journalist,,"Der ZDF-Reporter berichtet von seinen Eindrücken aus der Ukraine, in der er jüngst fünf Wochen unterwegs war. Zudem äußert er sich zu den langfristigen geostrategischen Folgen des Konfliktes.",Journalismus,ZDF
Markus Lanz vom 21. Juni 2022,Robin Alexander,2022-06-21T00:00:00.000000,Journalist,,"Der stellvertretende ""Welt""-Chefredakteur analysiert den bundespolitischen Umgang mit dem Krieg in Osteuropa sowie den internationalen Auftritt der Bundesregierung.",Journalismus,Welt
Markus Lanz vom 21. Juni 2022,Monika Schnitzer,2022-06-21T00:00:00.000000,Ökonomin,,Die Wirtschaftsweise äußert sich zur konjunkturellen Lage. Ferner legt sie die wirtschaftlichen Verflechtungen des Westens mit China und die damit verbundenen Risiken dar.,Ökonomie,
Markus Lanz vom 16. November 2022,Bettina Stark-Watzinger,2022-11-16T00:00:00.000000,Politikerin,FDP,"Die Bundesministerin für Bildung und Forschung (FDP) äußert sich zur Zukunft des Schulwesens und erläutert ein Programm, mit dem bis zu 4000 Brennpunktschulen gefördert werden sollen.",Politik,
Markus Lanz vom 16. November 2022,Aladin El-Mafaalani,2022-11-16T00:00:00.000000,Soziologe,,"Der Bildungsforscher sieht große Defizite bei der Qualitätsentwicklung an deutschen Schulen. Seine Kritik an der Bildungspolitik: ""Es fehlt ein Kompass, an Kommunikation und Transparenz.""",Soziales,
Markus Lanz vom 16. November 2022,Philippa Sigl-Glöckner,2022-11-16T00:00:00.000000,Ökonomin,,"Die Direktorin der Denkfabrik ""Dezernat Zukunft"" meint, dass die Bildungsgerechtigkeit verbessert werden müsse, und zeigt auf, wie sehr Wirtschaft und Arbeitsmarkt davon profitieren würden.",Ökonomie,
Markus Lanz vom 16. November 2022,Sascha Lobo,2022-11-16T00:00:00.000000,Journalist,,"Der Netzexperte spricht über die Bedeutung einer konsequenten Digitalisierung des Bildungssystems und legt dar, wie sich Unterrichtsmethoden und Lernerfolge hierdurch verbessern könnten.",Journalismus,
Markus Lanz vom 3. November 2022,Dietmar Bartsch,2022-11-03T00:00:00.000000,Politiker,LINKE,Der Chef der Linksfraktion erläutert seine Ideen für eine werte- und interessengeleitete Außenpolitik. Zudem äußert er sich zur Sozialpolitik und zur Russland-Haltung seiner Partei.,Politik,
Markus Lanz vom 3. November 2022,Helene Bubrowski,2022-11-03T00:00:00.000000,Journalistin,,"Die ""FAZ""-Politikredakteurin analysiert die Oppositionsarbeit der Linkspartei. Ferner äußert sie sich anlässlich der Peking-Reise von Kanzler Scholz zum deutsch-chinesischen Verhältnis.",Journalismus,FAZ
Markus Lanz vom 3. November 2022,Christian Mölling,2022-11-03T00:00:00.000000,Sicherheitsexperte,,"Er spricht über die geostrategischen Ziele Chinas. Und er erklärt, wie das Reich der Mitte zunehmend Einfluss in Deutschland gewinnt und welche Sicherheitsrisiken damit verbunden sind.",Inneres,
Markus Lanz vom 3. November 2022,Vincent Stamer,2022-11-03T00:00:00.000000,Ökonom,,"Der Experte vom Kieler Institut für Weltwirtschaft spricht über die tiefen Handelsverflechtungen zwischen der EU und China und erläutert, wie fragil die Abläufe im Warenaustausch sind.",Ökonomie,
Markus Lanz vom 29. Juni 2022,Lars Klingbeil,2022-06-29T00:00:00.000000,Politiker,SPD,Der SPD-Chef nimmt Stellung zum Auftritt von Kanzler Scholz beim G7- und NATO-Gipfel sowie zur zukünftigen Rolle Deutschlands in der Außen- und Sicherheitspolitik.,Politik,
Markus Lanz vom 29. Juni 2022,Klaus Müller,2022-06-29T00:00:00.000000,Netzagenturchef,B90G,"Der Präsident der Bundesnetzagentur äußert sich zur Gasversorgung in Deutschland und erläutert, nach welchen Kriterien der Energieträger im Falle einer Unterversorgung verteilt werden würde.",Militär,
Markus Lanz vom 29. Juni 2022,Gregor Peter Schmitz,2022-06-29T00:00:00.000000,Journalist,,"Der neue ""Stern""-Chefredakteur analysiert die Regierungsarbeit der SPD und die außenpolitische Anspruchshaltung, Deutschlands politisches Gewicht international zu steigern.",Journalismus,Stern
Markus Lanz vom 29. Juni 2022,Liana Fix,2022-06-29T00:00:00.000000,Politologin,,"Sie informiert über die aktuelle Entwicklung des Ukraine-Krieges und meint: ""Nach militärischen Gewinnen sind Verhandlungen möglich. Dabei muss Deutschland die Ukraine unterstützen.""",Wissenschaft,
Markus Lanz vom 2. März 2022,Ralf Stegner,2022-03-02T00:00:00.000000,Politiker,SPD,Als Mitglied des Auswärtigen Ausschusses nimmt der SPD-Politiker Stellung zur aktuellen Entwicklung im Russland-Ukraine-Krieg und zur Haltung seiner Partei in der Verteidigungspolitik.,Politik,
Markus Lanz vom 2. März 2022,Christoph Heusgen,2022-03-02T00:00:00.000000,Diplomat,,Der Vorsitzende der Münchner Sicherheitskonferenz äußert sich zu den verteidigungspolitischen Herausforderungen Deutschlands und zur Sicherheitslage innerhalb der EU.,International,
Markus Lanz vom 2. März 2022,Mariam Lau,2022-03-02T00:00:00.000000,Journalistin,,"Die ""Zeit""-Redakteurin analysiert die westlichen Reaktionen auf die militärische Attacke Russlands auf die Ukraine sowie den Plan der Bundesregierung, die Bundeswehr neu aufzustellen.",Journalismus,Zeit
Markus Lanz vom 2. März 2022,Alice Bota,2022-03-02T00:00:00.000000,Autorin,,"Die Osteuropa-Expertin spricht über die Mentalität der Ukrainer, die Struktur ihrer Gesellschaft und über deren Präsident Selenskyj, den sie als Journalistin persönlich kennenlernte.",Literatur,
Markus Lanz vom 13. April 2022,Campino,2022-04-13T00:00:00.000000,Musiker,,"Anlässlich des selbstironischen Songs ""Scheiss Wessis"" spricht der Sänger der ""Toten Hosen"" über Ost-West-Klischees und Deutschland im Jahr 2022 im Schatten des Ukraine-Krieges.",Sonstiges,
Markus Lanz vom 13. April 2022,Marteria,2022-04-13T00:00:00.000000,Musiker,,"Mit ""Scheiss Ossis"" liefert der in Rostock geborene Rapper das musikalische Pendant. Er reflektiert ostdeutsche Stereotype und erzählt von seiner Sozialisation in der ehemaligen DDR.",Sonstiges,
Markus Lanz vom 11. Januar 2023,Hubertus Heil,2023-01-11T00:00:00.000000,Politiker,SPD,"Der Bundesminister für Arbeit und Soziales und SPD-Vize nimmt Stellung zur Rentenpolitik, dem Fachkräftemangel, der Arbeitsmarktzuwanderung und dem Bürgergeld.",Politik,
Markus Lanz vom 11. Januar 2023,Simon Jäger,2023-01-11T00:00:00.000000,Arbeitsmarkt-Ökonom,,Der Chef des Bonner Instituts zur Zukunft der Arbeit (IZA) äußert sich zur weiteren Entwicklung des Arbeitsmarktes und erläutert die Bedeutung einer erfolgreichen Fachkräfte-Einwanderung.,Ökonomie,
Markus Lanz vom 11. Januar 2023,Antje Höning,2023-01-11T00:00:00.000000,Journalistin,,"Die Wirtschaftsexpertin (""Rheinische Post"") hinterfragt den sozial- und rentenpolitischen Kurs der Bundesregierung. ""Die gesetzliche Rentenversicherung ist nicht zukunftsfest"", sagt sie.",Journalismus,Rheinische Post
Markus Lanz vom 11. Januar 2023,Carlo Masala,2023-01-11T00:00:00.000000,Politikwissenschaftler,,Der Professor für Internationale Politik an der Universität der Bundeswehr München analysiert die Entwicklung des Ukraine-Krieges und die Lieferung von Marder-Panzern an die Ukraine.,Politik,
Markus Lanz vom 23. Februar 2023,Norbert Röttgen,2023-02-23T00:00:00.000000,Politiker,CDU,Anlässlich des Jahrestages des russischen Überfalls auf die Ukraine nimmt der CDU-Außenpolitiker Stellung zu den Perspektiven des Kriegs und der sicherheitspolitischen Rolle Deutschlands.,Politik,
Markus Lanz vom 23. Februar 2023,Margarete Klein,2023-02-23T00:00:00.000000,Politologin,,Die Osteuropa-Expertin spricht über die russische Militärdoktrin und Kriegsführung. Zudem äußert sie sich zu der Söldnertruppe Wagner und der Gefahr eines neuen atomaren Wettrüstens.,Wissenschaft,
Markus Lanz vom 23. Februar 2023,Michael Thumann,2023-02-23T00:00:00.000000,Journalist,,"Der ""ZEIT""-Moskaukorrespondent analysiert die jüngsten Auftritte Putins, die Funktionsweise des staatlichen Propagandaapparates und den Umgang der russischen Bevölkerung mit dem Krieg.",Journalismus,Zeit
Markus Lanz vom 23. Februar 2023,Adrian Geiges,2023-02-23T00:00:00.000000,Autor,,"Der China-Experte äußert sich zum Handelskrieg zwischen dem ""Reich der Mitte"" und den USA und zu den geostrategischen Folgen der sich verschiebenden globalen Machtverhältnisse.",Literatur,
Markus Lanz vom 2. März 2023,Christian Dürr,2023-03-02T00:00:00.000000,Politiker,FDP,"Der FDP-Fraktionschef äußert sich zum Zustand seiner Partei, den Gründen schwacher Landtagswahlergebnisse und zum verkehrs- und wirtschaftspolitischen Kurs der Liberalen.",Politik,
Markus Lanz vom 2. März 2023,Petra Pinzler,2023-03-02T00:00:00.000000,Journalistin,,"Die Wirtschafts- und Umweltpolitik-Expertin der ""ZEIT"" analysiert das Wirken der FDP als Teil des Bundeskabinetts. Zudem hinterfragt sie die klimapolitischen Ansätze der Partei.",Journalismus,Zeit
Markus Lanz vom 2. März 2023,Belit Onay,2023-03-02T00:00:00.000000,Politiker,B90G,"Als erster Politiker hat sich der grüne Oberbürgermeister Hannovers auf einen Deal mit der ""Letzten Generation"" eingelassen. Er fordert von der Regierung unter anderem ein Tempolimit.",Politik,
Markus Lanz vom 12. Januar 2023,Kevin Kühnert,2023-01-12T00:00:00.000000,Politiker,SPD,Der SPD-Generalsekretär äußert sich zu möglichen Konsequenzen aus den Silvester-Ausschreitungen sowie zur deutschen Sicherheits- und Verteidigungspolitik. ,Politik,
Markus Lanz vom 12. Januar 2023,Kerstin Münstermann,2023-01-12T00:00:00.000000,Journalistin,,"Die Leiterin des Parlamentsbüros der ""Rheinischen Post"" analysiert die politische Aufarbeitung der Krawalle zum Jahreswechsel. Zudem blickt sie auf die Herausforderungen der SPD in 2023.",Journalismus,Rheinische Post
Markus Lanz vom 12. Januar 2023,Hasnain Kazim,2023-01-12T00:00:00.000000,Politikwissenschaftler,,Der Bestsellerautor und Journalist ist Experte für Migrationspolitik. Er erläutert Konzepte für eine moderne und erfolgreiche Zuwanderungs- und Asylpolitik.,Politik,
Markus Lanz vom 12. Januar 2023,Claudia Major,2023-01-12T00:00:00.000000,Militärexpertin,,Sie äußert sich zur Entwicklung des Ukraine-Krieges und zu Risiken einer zunehmenden Destabilisierung der weltpolitischen Lage als Folge eines geschwächten Russlands.,Militär,
Markus Lanz vom 17. Januar 2023,M.-A. Strack-Zimmermann,2023-01-17T00:00:00.000000,Politikerin,FDP,"Die FDP-Politikerin äußert sich zum neuen Verteidigungsminister, Boris Pistorius, ihrer Forderung nach Lieferung von ""Leopard 2""-Panzern an die Ukraine sowie zur Räumung Lützeraths.",Politik,
Markus Lanz vom 17. Januar 2023,Pauline Brünger,2023-01-17T00:00:00.000000,Klimaaktivistin,,Die Sprecherin von Fridays for Future bilanziert die Demonstrationen in Lützerath und nimmt Stellung zur Gefahr einer zunehmenden Radikalisierung der Klimaprotestler.  ,Aktivismus,
Markus Lanz vom 17. Januar 2023,Nikolaus Blome,2023-01-17T00:00:00.000000,Journalist,,"Der RTL-Politikchef analysiert die eskalierten Klimaproteste des letzten Wochenendes, den politischen Umgang damit sowie den Zustand der Ampelkoalition nach dem Aus für Lambrecht. ",Journalismus,RTL
Markus Lanz vom 17. Januar 2023,Sönke Neitzel,2023-01-17T00:00:00.000000,Militärexperte,,Der Professor für Militärgeschichte äußert sich zum Status quo der Zeitenwende in der Verteidigungspolitik. Zudem informiert er über die jüngsten Entwicklungen im Ukrainekrieg.,Militär,
Markus Lanz vom 8. Februar 2023,Paul Ziemiak,2023-02-08T00:00:00.000000,Politiker,CDU,"Der Ex-CDU-Generalsekretär erläutert, wie sich seine Partei modernisieren möchte. Zudem äußert er sich zum Umgang der EU mit dem Ukraine-Konflikt sowie zur Ost-Politik während der Ära Merkel.",Politik,
Markus Lanz vom 8. Februar 2023,Helene Bubrowski,2023-02-08T00:00:00.000000,Journalistin,,"Die ""FAZ""-Politikredakteurin analysiert die Rolle der CDU als größte Oppositionspartei im Bundestag sowie das Bestreben der Partei nach einer inhaltlichen Erneuerung.",Journalismus,FAZ
Markus Lanz vom 8. Februar 2023,Claudia Major,2023-02-08T00:00:00.000000,Militärexpertin,,"Sie äußert sich zur Entwicklung Ukraine-Krieges und der Gefahr einer Zuspitzung nach der Androhung einer ""unvorhersehbaren Eskalation"" durch das russische Verteidigungsministerium.",Militär,
Markus Lanz vom 8. Februar 2023,Michael Thumann,2023-02-08T00:00:00.000000,Journalist,,"Der langjährige Russland-Korrespondent der ""Zeit"" spricht über die Ideologie und das Weltbild Putins, und zeichnet nach, wie dieser das ""gefährlichste Regime der Welt"" geschaffen hat.",Journalismus,Zeit
Markus Lanz vom 25. April 2023,Christian Dürr,2023-04-25T00:00:00.000000,Politiker,FDP,"Der FDP-Fraktionschef nimmt Stellung zum Ampelstreit über das geplante Heizungsgesetz, zur deutschen Handelspolitik und der Zukunft des Wirtschaftsstandorts Deutschland.",Politik,
Markus Lanz vom 25. April 2023,Kerstin Münstermann,2023-04-25T00:00:00.000000,Journalistin,,"Die ""Rheinische Post""-Redakteurin analysiert den FDP-Bundesparteitag sowie die Gründe und Folgen der zunehmenden Spannungen innerhalb der Ampelkoalition, besonders zwischen FDP und Grünen.",Journalismus,Rheinische Post
